R2(ann_centre_only),R2(ann_top_left_only),R2(ann_avg),R2(ann_centric_avg),R2(ann_learnable_avg),RMSE(ann_centre_only),RMSE(ann_top_left_only),RMSE(ann_avg),RMSE(ann_centric_avg),RMSE(ann_learnable_avg)
0.51,0.475,0.586,0.568,0.588,0.114,0.118,0.104,0.107,0.104
